"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"2106904";"Monção (MA)";"280367"
"2107001";"Montes Altos (MA)";"119453"
"2107100";"Morros (MA)";"190452"
"2107209";"Nina Rodrigues (MA)";"109174"
"2107258";"Nova Colinas (MA)";"95718"
"2107308";"Nova Iorque (MA)";"53436"
"2107357";"Nova Olinda do Maranhão (MA)";"171963"
"2107407";"Olho d'Água das Cunhãs (MA)";"225755"
"2107456";"Olinda Nova do Maranhão (MA)";"132761"
"2107506";"Paço do Lumiar (MA)";"1643537"
"2107605";"Palmeirândia (MA)";"188190"
"2107704";"Paraibano (MA)";"210302"
"2107803";"Parnarama (MA)";"381793"
"2107902";"Passagem Franca (MA)";"207014"
"2108009";"Pastos Bons (MA)";"322652"
"2108058";"Paulino Neves (MA)";"157984"
"2108108";"Paulo Ramos (MA)";"261075"
"2108207";"Pedreiras (MA)";"830171"
"2108256";"Pedro do Rosário (MA)";"225795"
"2108306";"Penalva (MA)";"313292"
"2108405";"Peri Mirim (MA)";"110020"
"2108454";"Peritoró (MA)";"277935"
"2108504";"Pindaré-Mirim (MA)";"356584"
"2108603";"Pinheiro (MA)";"1333000"
"2108702";"Pio XII (MA)";"269345"
"2108801";"Pirapemas (MA)";"185469"
"2108900";"Poção de Pedras (MA)";"221327"
"2109007";"Porto Franco (MA)";"1252850"
"2109056";"Porto Rico do Maranhão (MA)";"63769"
"2109106";"Presidente Dutra (MA)";"990073"
"2109205";"Presidente Juscelino (MA)";"102458"
"2109239";"Presidente Médici (MA)";"74488"
"2109270";"Presidente Sarney (MA)";"186043"
"2109304";"Presidente Vargas (MA)";"108884"
"2109403";"Primeira Cruz (MA)";"120508"
"2109452";"Raposa (MA)";"381071"
"2109502";"Riachão (MA)";"687701"
"2109551";"Ribamar Fiquene (MA)";"149001"
"2109601";"Rosário (MA)";"522395"
"2109700";"Sambaíba (MA)";"433340"
"2109759";"Santa Filomena do Maranhão (MA)";"71886"
"2109809";"Santa Helena (MA)";"483903"
"2109908";"Santa Inês (MA)";"1837615"
"2110005";"Santa Luzia (MA)";"985809"
"2110039";"Santa Luzia do Paruá (MA)";"382764"
"2110104";"Santa Quitéria do Maranhão (MA)";"391678"
"2110203";"Santa Rita (MA)";"364746"
"2110237";"Santana do Maranhão (MA)";"115748"
"2110278";"Santo Amaro do Maranhão (MA)";"131658"
"2110302";"Santo Antônio dos Lopes (MA)";"5184564"
"2110401";"São Benedito do Rio Preto (MA)";"186474"
"2110500";"São Bento (MA)";"404149"
"2110609";"São Bernardo (MA)";"384189"
"2110658";"São Domingos do Azeitão (MA)";"339609"
"2110708";"São Domingos do Maranhão (MA)";"479852"
"2110807";"São Félix de Balsas (MA)";"92001"
"2110856";"São Francisco do Brejão (MA)";"138737"
"2110906";"São Francisco do Maranhão (MA)";"127389"
"2111003";"São João Batista (MA)";"152916"
"2111029";"São João do Carú (MA)";"143797"
"2111052";"São João do Paraíso (MA)";"226525"
"2111078";"São João do Soter (MA)";"208559"
"2111102";"São João dos Patos (MA)";"444285"
"2111201";"São José de Ribamar (MA)";"3135579"
"2111250";"São José dos Basílios (MA)";"75930"
"2111300";"São Luís (MA)";"42389051"
"2111409";"São Luís Gonzaga do Maranhão (MA)";"198315"
"2111508";"São Mateus do Maranhão (MA)";"586548"
"2111532";"São Pedro da Água Branca (MA)";"149359"
"2111573";"São Pedro dos Crentes (MA)";"103928"
"2111607";"São Raimundo das Mangabeiras (MA)";"1090033"
"2111631";"São Raimundo do Doca Bezerra (MA)";"62616"
"2111672";"São Roberto (MA)";"58526"
"2111706";"São Vicente Ferrer (MA)";"183735"
"2111722";"Satubinha (MA)";"107921"
"2111748";"Senador Alexandre Costa (MA)";"145324"
"2111763";"Senador La Rocque (MA)";"225141"
"2111789";"Serrano do Maranhão (MA)";"118312"
"2111805";"Sítio Novo (MA)";"292191"
"2111904";"Sucupira do Norte (MA)";"193909"
"2111953";"Sucupira do Riachão (MA)";"63214"
"2112001";"Tasso Fragoso (MA)";"2616708"
"2112100";"Timbiras (MA)";"248536"
"2112209";"Timon (MA)";"2840126"
"2112233";"Trizidela do Vale (MA)";"436529"
"2112274";"Tufilândia (MA)";"75760"
"2112308";"Tuntum (MA)";"410127"
"2112407";"Turiaçu (MA)";"414975"
"2112456";"Turilândia (MA)";"280000"
"2112506";"Tutóia (MA)";"642713"
"2112605";"Urbano Santos (MA)";"315151"
"2112704";"Vargem Grande (MA)";"467351"
"2112803";"Viana (MA)";"608731"
"2112852";"Vila Nova dos Martírios (MA)";"191495"
"2112902";"Vitória do Mearim (MA)";"410267"
"2113009";"Vitorino Freire (MA)";"411453"
"2114007";"Zé Doca (MA)";"685858"
"2200053";"Acauã (PI)";"84924"
"2200103";"Agricolândia (PI)";"57335"
"2200202";"Água Branca (PI)";"303532"
"2200251";"Alagoinha do Piauí (PI)";"80787"
"2200277";"Alegrete do Piauí (PI)";"56359"
"2200301";"Alto Longá (PI)";"146913"
"2200400";"Altos (PI)";"764914"
"2200459";"Alvorada do Gurguéia (PI)";"109088"
"2200509";"Amarante (PI)";"243954"
"2200608";"Angical do Piauí (PI)";"84772"
"2200707";"Anísio de Abreu (PI)";"124990"
"2200806";"Antônio Almeida (PI)";"197619"
"2200905";"Aroazes (PI)";"69489"
"2200954";"Aroeiras do Itaim (PI)";"31540"
"2201002";"Arraial (PI)";"60133"
"2201051";"Assunção do Piauí (PI)";"81045"
"2201101";"Avelino Lopes (PI)";"127137"
"2201150";"Baixa Grande do Ribeiro (PI)";"2657264"
"2201176";"Barra D'Alcântara (PI)";"47271"
"2201200";"Barras (PI)";"673463"
"2201309";"Barreiras do Piauí (PI)";"137542"
"2201408";"Barro Duro (PI)";"104885"
"2201507";"Batalha (PI)";"306176"
"2201556";"Bela Vista do Piauí (PI)";"63283"
"2201572";"Belém do Piauí (PI)";"47523"
"2201606";"Beneditinos (PI)";"118265"
"2201705";"Bertolínia (PI)";"90844"
"2201739";"Betânia do Piauí (PI)";"120127"
"2201770";"Boa Hora (PI)";"77969"
"2201804";"Bocaina (PI)";"53637"
"2201903";"Bom Jesus (PI)";"1661674"
"2201919";"Bom Princípio do Piauí (PI)";"82659"
"2201929";"Bonfim do Piauí (PI)";"68106"
"2201945";"Boqueirão do Piauí (PI)";"67424"
"2201960";"Brasileira (PI)";"101117"
"2201988";"Brejo do Piauí (PI)";"57956"
"2202000";"Buriti dos Lopes (PI)";"276426"
"2202026";"Buriti dos Montes (PI)";"98669"
"2202059";"Cabeceiras do Piauí (PI)";"107817"
"2202075";"Cajazeiras do Piauí (PI)";"45637"
"2202083";"Cajueiro da Praia (PI)";"152471"
"2202091";"Caldeirão Grande do Piauí (PI)";"243767"
"2202109";"Campinas do Piauí (PI)";"75221"
"2202117";"Campo Alegre do Fidalgo (PI)";"62191"
"2202133";"Campo Grande do Piauí (PI)";"77243"
"2202174";"Campo Largo do Piauí (PI)";"80881"
"2202208";"Campo Maior (PI)";"940802"
"2202251";"Canavieira (PI)";"52032"
"2202307";"Canto do Buriti (PI)";"342972"
"2202406";"Capitão de Campos (PI)";"133031"
"2202455";"Capitão Gervásio Oliveira (PI)";"58704"
"2202505";"Caracol (PI)";"127543"
"2202539";"Caraúbas do Piauí (PI)";"67977"
"2202554";"Caridade do Piauí (PI)";"72564"
"2202604";"Castelo do Piauí (PI)";"234521"
"2202653";"Caxingó (PI)";"68616"
"2202703";"Cocal (PI)";"351832"
"2202711";"Cocal de Telha (PI)";"60324"
"2202729";"Cocal dos Alves (PI)";"73414"
"2202737";"Coivaras (PI)";"50029"
"2202752";"Colônia do Gurguéia (PI)";"92949"
"2202778";"Colônia do Piauí (PI)";"82383"
"2202802";"Conceição do Canindé (PI)";"88408"
"2202851";"Coronel José Dias (PI)";"55718"
"2202901";"Corrente (PI)";"764222"
"2203008";"Cristalândia do Piauí (PI)";"89547"
"2203107";"Cristino Castro (PI)";"155696"
"2203206";"Curimatá (PI)";"186259"
"2203230";"Currais (PI)";"569946"
"2203255";"Curralinhos (PI)";"53723"
"2203271";"Curral Novo do Piauí (PI)";"98620"
"2203305";"Demerval Lobão (PI)";"343573"
"2203354";"Dirceu Arcoverde (PI)";"89611"
"2203404";"Dom Expedito Lopes (PI)";"93969"
"2203420";"Domingos Mourão (PI)";"55943"
"2203453";"Dom Inocêncio (PI)";"212410"
"2203503";"Elesbão Veloso (PI)";"208873"
"2203602";"Eliseu Martins (PI)";"65844"
"2203701";"Esperantina (PI)";"630893"
"2203750";"Fartura do Piauí (PI)";"63132"
"2203800";"Flores do Piauí (PI)";"55149"
"2203859";"Floresta do Piauí (PI)";"31642"
"2203909";"Floriano (PI)";"1693508"
"2204006";"Francinópolis (PI)";"57191"
"2204105";"Francisco Ayres (PI)";"66833"
"2204154";"Francisco Macedo (PI)";"37456"
"2204204";"Francisco Santos (PI)";"111541"
"2204303";"Fronteiras (PI)";"140145"
"2204352";"Geminiano (PI)";"70886"
"2204402";"Gilbués (PI)";"490465"
"2204501";"Guadalupe (PI)";"584966"
"2204550";"Guaribas (PI)";"60294"
"2204600";"Hugo Napoleão (PI)";"41161"
"2204659";"Ilha Grande (PI)";"132842"
"2204709";"Inhuma (PI)";"190110"
"2204808";"Ipiranga do Piauí (PI)";"101790"
"2204907";"Isaías Coelho (PI)";"93919"
"2205003";"Itainópolis (PI)";"126851"
"2205102";"Itaueira (PI)";"164342"
"2205151";"Jacobina do Piauí (PI)";"91192"
"2205201";"Jaicós (PI)";"214290"
"2205250";"Jardim do Mulato (PI)";"51476"
"2205276";"Jatobá do Piauí (PI)";"70003"
"2205300";"Jerumenha (PI)";"68875"
"2205359";"João Costa (PI)";"82059"
"2205409";"Joaquim Pires (PI)";"145543"
"2205458";"Joca Marques (PI)";"58125"
"2205508";"José de Freitas (PI)";"553848"
"2205516";"Juazeiro do Piauí (PI)";"67355"
"2205524";"Júlio Borges (PI)";"107847"
"2205532";"Jurema (PI)";"58058"
"2205540";"Lagoinha do Piauí (PI)";"46590"
"2205557";"Lagoa Alegre (PI)";"96065"
"2205565";"Lagoa do Barro do Piauí (PI)";"368693"
"2205573";"Lagoa de São Francisco (PI)";"68299"
"2205581";"Lagoa do Piauí (PI)";"100849"
"2205599";"Lagoa do Sítio (PI)";"53534"
"2205607";"Landri Sales (PI)";"129242"
"2205706";"Luís Correia (PI)";"461806"
"2205805";"Luzilândia (PI)";"318552"
"2205854";"Madeiro (PI)";"87322"
"2205904";"Manoel Emídio (PI)";"69457"
"2205953";"Marcolândia (PI)";"194855"
"2206001";"Marcos Parente (PI)";"68705"
"2206050";"Massapê do Piauí (PI)";"60923"
"2206100";"Matias Olímpio (PI)";"132516"
"2206209";"Miguel Alves (PI)";"421897"
"2206308";"Miguel Leão (PI)";"34693"
"2206357";"Milton Brandão (PI)";"67925"
"2206407";"Monsenhor Gil (PI)";"161627"
"2206506";"Monsenhor Hipólito (PI)";"91424"
"2206605";"Monte Alegre do Piauí (PI)";"391314"
"2206654";"Morro Cabeça no Tempo (PI)";"53314"
"2206670";"Morro do Chapéu do Piauí (PI)";"75684"
"2206696";"Murici dos Portelas (PI)";"103630"
"2206704";"Nazaré do Piauí (PI)";"78812"
"2206720";"Nazária (PI)";"134076"
"2206753";"Nossa Senhora de Nazaré (PI)";"69230"
"2206803";"Nossa Senhora dos Remédios (PI)";"117751"
"2206902";"Novo Oriente do Piauí (PI)";"66803"
"2206951";"Novo Santo Antônio (PI)";"38563"
"2207009";"Oeiras (PI)";"740096"
"2207108";"Olho D'Água do Piauí (PI)";"38346"
"2207207";"Padre Marcos (PI)";"88445"
"2207306";"Paes Landim (PI)";"58224"
"2207355";"Pajeú do Piauí (PI)";"61084"
"2207405";"Palmeira do Piauí (PI)";"180249"
"2207504";"Palmeirais (PI)";"167663"
"2207553";"Paquetá (PI)";"53217"
"2207603";"Parnaguá (PI)";"133949"
"2207702";"Parnaíba (PI)";"3682146"
"2207751";"Passagem Franca do Piauí (PI)";"62728"
"2207777";"Patos do Piauí (PI)";"65641"
"2207793";"Pau D'Arco do Piauí (PI)";"43954"
"2207801";"Paulistana (PI)";"359215"
"2207850";"Pavussu (PI)";"45823"
"2207900";"Pedro II (PI)";"499936"
"2207934";"Pedro Laurentino (PI)";"38185"
"2207959";"Nova Santa Rita (PI)";"51654"
"2208007";"Picos (PI)";"2456682"
"2208106";"Pimenteiras (PI)";"120257"
"2208205";"Pio IX (PI)";"234055"
"2208304";"Piracuruca (PI)";"464676"
"2208403";"Piripiri (PI)";"1242361"
"2208502";"Porto (PI)";"143077"
"2208551";"Porto Alegre do Piauí (PI)";"47843"
"2208601";"Prata do Piauí (PI)";"43355"
"2208650";"Queimada Nova (PI)";"188828"
"2208700";"Redenção do Gurguéia (PI)";"125613"
"2208809";"Regeneração (PI)";"337226"
"2208858";"Riacho Frio (PI)";"61503"
"2208874";"Ribeira do Piauí (PI)";"278046"
"2208908";"Ribeiro Gonçalves (PI)";"927445"
"2209005";"Rio Grande do Piauí (PI)";"75898"
"2209104";"Santa Cruz do Piauí (PI)";"78053"
"2209153";"Santa Cruz dos Milagres (PI)";"51690"
"2209203";"Santa Filomena (PI)";"789358"
"2209302";"Santa Luz (PI)";"87685"
"2209351";"Santana do Piauí (PI)";"52380"
"2209377";"Santa Rosa do Piauí (PI)";"63445"
"2209401";"Santo Antônio de Lisboa (PI)";"97849"
"2209450";"Santo Antônio dos Milagres (PI)";"25284"
"2209500";"Santo Inácio do Piauí (PI)";"49248"
"2209559";"São Braz do Piauí (PI)";"53740"
"2209609";"São Félix do Piauí (PI)";"38023"
"2209658";"São Francisco de Assis do Piauí (PI)";"68222"
"2209708";"São Francisco do Piauí (PI)";"67264"
"2209757";"São Gonçalo do Gurguéia (PI)";"64213"
"2209807";"São Gonçalo do Piauí (PI)";"80523"
"2209856";"São João da Canabrava (PI)";"54282"
"2209872";"São João da Fronteira (PI)";"74940"
"2209906";"São João da Serra (PI)";"72738"
"2209955";"São João da Varjota (PI)";"45940"
"2209971";"São João do Arraial (PI)";"95904"
"2210003";"São João do Piauí (PI)";"418479"
"2210052";"São José do Divino (PI)";"83009"
"2210102";"São José do Peixe (PI)";"50039"
"2210201";"São José do Piauí (PI)";"81017"
"2210300";"São Julião (PI)";"67832"
"2210359";"São Lourenço do Piauí (PI)";"54907"
"2210375";"São Luis do Piauí (PI)";"28433"
"2210383";"São Miguel da Baixa Grande (PI)";"32909"
"2210391";"São Miguel do Fidalgo (PI)";"36836"
"2210409";"São Miguel do Tapuio (PI)";"206592"
"2210508";"São Pedro do Piauí (PI)";"159452"
"2210607";"São Raimundo Nonato (PI)";"761785"
"2210623";"Sebastião Barros (PI)";"57577"
"2210631";"Sebastião Leal (PI)";"724911"
"2210656";"Sigefredo Pacheco (PI)";"97006"
"2210706";"Simões (PI)";"543068"
"2210805";"Simplício Mendes (PI)";"236711"
"2210904";"Socorro do Piauí (PI)";"52907"
"2210938";"Sussuapara (PI)";"85293"
"2210953";"Tamboril do Piauí (PI)";"39134"
"2210979";"Tanque do Piauí (PI)";"44035"
"2211001";"Teresina (PI)";"29449063"
"2211100";"União (PI)";"609122"
"2211209";"Uruçuí (PI)";"4226266"
"2211308";"Valença do Piauí (PI)";"385864"
"2211357";"Várzea Branca (PI)";"60846"
"2211407";"Várzea Grande (PI)";"54664"
"2211506";"Vera Mendes (PI)";"38796"
"2211605";"Vila Nova do Piauí (PI)";"41921"
"2211704";"Wall Ferraz (PI)";"58144"
"2300101";"Abaiara (CE)";"143730"
"2300150";"Acarape (CE)";"220474"
"2300200";"Acaraú (CE)";"1250251"
"2300309";"Acopiara (CE)";"693535"
"2300408";"Aiuaba (CE)";"169076"
"2300507";"Alcântaras (CE)";"115643"
"2300606";"Altaneira (CE)";"92128"
"2300705";"Alto Santo (CE)";"273863"
"2300754";"Amontada (CE)";"808126"
"2300804";"Antonina do Norte (CE)";"101191"
"2300903";"Apuiarés (CE)";"166864"
"2301000";"Aquiraz (CE)";"4851008"
"2301109";"Aracati (CE)";"1966473"
"2301208";"Aracoiaba (CE)";"336284"
"2301257";"Ararendá (CE)";"143424"
"2301307";"Araripe (CE)";"259168"
"2301406";"Aratuba (CE)";"191055"
"2301505";"Arneiroz (CE)";"88078"
"2301604";"Assaré (CE)";"309804"
"2301703";"Aurora (CE)";"291950"
"2301802";"Baixio (CE)";"72488"
"2301851";"Banabuiú (CE)";"318579"
"2301901";"Barbalha (CE)";"1646404"
"2301950";"Barreira (CE)";"289445"
"2302008";"Barro (CE)";"286557"
"2302057";"Barroquinha (CE)";"169758"
"2302107";"Baturité (CE)";"578203"
"2302206";"Beberibe (CE)";"1445505"
"2302305";"Bela Cruz (CE)";"381568"
"2302404";"Boa Viagem (CE)";"717721"
"2302503";"Brejo Santo (CE)";"1263863"
"2302602";"Camocim (CE)";"982887"
"2302701";"Campos Sales (CE)";"370107"
"2302800";"Canindé (CE)";"1194867"
"2302909";"Capistrano (CE)";"226541"
"2303006";"Caridade (CE)";"209728"
"2303105";"Cariré (CE)";"244538"
"2303204";"Caririaçu (CE)";"295136"
"2303303";"Cariús (CE)";"229771"
"2303402";"Carnaubal (CE)";"210865"
"2303501";"Cascavel (CE)";"1334364"
"2303600";"Catarina (CE)";"151959"
"2303659";"Catunda (CE)";"137704"
"2303709";"Caucaia (CE)";"9873557"
"2303808";"Cedro (CE)";"304070"
"2303907";"Chaval (CE)";"141211"
"2303931";"Choró (CE)";"211479"
"2303956";"Chorozinho (CE)";"268766"
"2304004";"Coreaú (CE)";"265519"
"2304103";"Crateús (CE)";"1258625"
"2304202";"Crato (CE)";"2445567"
"2304236";"Croatá (CE)";"282767"
"2304251";"Cruz (CE)";"565663"
"2304269";"Deputado Irapuan Pinheiro (CE)";"124422"
"2304277";"Ereré (CE)";"102445"
"2304285";"Eusébio (CE)";"4940352"
"2304301";"Farias Brito (CE)";"242210"
"2304350";"Forquilha (CE)";"346304"
"2304400";"Fortaleza (CE)";"86939832"
"2304459";"Fortim (CE)";"391326"
"2304509";"Frecheirinha (CE)";"423490"
"2304608";"General Sampaio (CE)";"97406"
"2304657";"Graça (CE)";"159506"
"2304707";"Granja (CE)";"561374"
"2304806";"Granjeiro (CE)";"67463"
"2304905";"Groaíras (CE)";"135967"
"2304954";"Guaiúba (CE)";"315522"
"2305001";"Guaraciaba do Norte (CE)";"878354"
"2305100";"Guaramiranga (CE)";"104816"
"2305209";"Hidrolândia (CE)";"239627"
"2305233";"Horizonte (CE)";"2964814"
"2305266";"Ibaretama (CE)";"163765"
"2305308";"Ibiapina (CE)";"431905"
"2305332";"Ibicuitinga (CE)";"150877"
"2305357";"Icapuí (CE)";"453185"
"2305407";"Icó (CE)";"923966"
"2305506";"Iguatu (CE)";"2342034"
"2305605";"Independência (CE)";"408128"
"2305654";"Ipaporanga (CE)";"134150"
"2305704";"Ipaumirim (CE)";"186861"
"2305803";"Ipu (CE)";"676519"
"2305902";"Ipueiras (CE)";"406831"
"2306009";"Iracema (CE)";"253154"
"2306108";"Irauçuba (CE)";"271622"
"2306207";"Itaiçaba (CE)";"103646"
"2306256";"Itaitinga (CE)";"2352737"
"2306306";"Itapajé (CE)";"741513"
"2306405";"Itapipoca (CE)";"2550371"
"2306504";"Itapiúna (CE)";"213999"
"2306553";"Itarema (CE)";"711165"
"2306603";"Itatira (CE)";"236128"
"2306702";"Jaguaretama (CE)";"316967"
"2306801";"Jaguaribara (CE)";"196533"
"2306900";"Jaguaribe (CE)";"740827"
"2307007";"Jaguaruana (CE)";"665090"
"2307106";"Jardim (CE)";"369628"
"2307205";"Jati (CE)";"129952"
"2307254";"Jijoca de Jericoacoara (CE)";"711193"
"2307304";"Juazeiro do Norte (CE)";"6457543"
"2307403";"Jucás (CE)";"390390"
"2307502";"Lavras da Mangabeira (CE)";"445000"
"2307601";"Limoeiro do Norte (CE)";"1854065"
"2307635";"Madalena (CE)";"215696"
"2307650";"Maracanaú (CE)";"13540094"
"2307700";"Maranguape (CE)";"2011194"
"2307809";"Marco (CE)";"453537"
"2307908";"Martinópole (CE)";"125472"
"2308005";"Massapê (CE)";"483230"
"2308104";"Mauriti (CE)";"707667"
"2308203";"Meruoca (CE)";"166664"
"2308302";"Milagres (CE)";"335239"
"2308351";"Milhã (CE)";"250241"
"2308377";"Miraíma (CE)";"141462"
"2308401";"Missão Velha (CE)";"598261"
"2308500";"Mombaça (CE)";"551794"
"2308609";"Monsenhor Tabosa (CE)";"210938"
"2308708";"Morada Nova (CE)";"1877982"
"2308807";"Moraújo (CE)";"86070"
"2308906";"Morrinhos (CE)";"239995"
"2309003";"Mucambo (CE)";"172104"
"2309102";"Mulungu (CE)";"146503"
"2309201";"Nova Olinda (CE)";"206839"
"2309300";"Nova Russas (CE)";"432948"
"2309409";"Novo Oriente (CE)";"343682"
"2309458";"Ocara (CE)";"322686"
"2309508";"Orós (CE)";"267791"
"2309607";"Pacajus (CE)";"1808068"
"2309706";"Pacatuba (CE)";"1714352"
"2309805";"Pacoti (CE)";"175379"
"2309904";"Pacujá (CE)";"81237"
"2310001";"Palhano (CE)";"125162"
"2310100";"Palmácia (CE)";"141264"
"2310209";"Paracuru (CE)";"679587"
"2310258";"Paraipaba (CE)";"614090"
"2310308";"Parambu (CE)";"349488"
"2310407";"Paramoti (CE)";"137553"
"2310506";"Pedra Branca (CE)";"481197"
"2310605";"Penaforte (CE)";"149293"
"2310704";"Pentecoste (CE)";"522218"
"2310803";"Pereiro (CE)";"663694"
"2310852";"Pindoretama (CE)";"363294"
"2310902";"Piquet Carneiro (CE)";"203533"
"2310951";"Pires Ferreira (CE)";"103591"
"2311009";"Poranga (CE)";"138933"
"2311108";"Porteiras (CE)";"232418"
"2311207";"Potengi (CE)";"120981"
"2311231";"Potiretama (CE)";"104345"
"2311264";"Quiterianópolis (CE)";"249898"
"2311306";"Quixadá (CE)";"1424438"
"2311355";"Quixelô (CE)";"241297"
"2311405";"Quixeramobim (CE)";"1928559"
"2311504";"Quixeré (CE)";"805778"
"2311603";"Redenção (CE)";"520806"
"2311702";"Reriutaba (CE)";"238538"
"2311801";"Russas (CE)";"1517580"
"2311900";"Saboeiro (CE)";"190822"
"2311959";"Salitre (CE)";"222379"
"2312007";"Santana do Acaraú (CE)";"352192"
"2312106";"Santana do Cariri (CE)";"191197"
"2312205";"Santa Quitéria (CE)";"859225"
"2312304";"São Benedito (CE)";"883024"
"2312403";"São Gonçalo do Amarante (CE)";"6908373"
"2312502";"São João do Jaguaribe (CE)";"137068"
"2312601";"São Luís do Curu (CE)";"160997"
"2312700";"Senador Pompeu (CE)";"473900"
"2312809";"Senador Sá (CE)";"82270"
"2312908";"Sobral (CE)";"6588929"
"2313005";"Solonópole (CE)";"370693"
"2313104";"Tabuleiro do Norte (CE)";"584614"
"2313203";"Tamboril (CE)";"319202"
"2313252";"Tarrafas (CE)";"116827"
"2313302";"Tauá (CE)";"934349"
"2313351";"Tejuçuoca (CE)";"174349"
"2313401";"Tianguá (CE)";"2265253"
"2313500";"Trairi (CE)";"1039083"
"2313559";"Tururu (CE)";"164401"
"2313609";"Ubajara (CE)";"839887"
"2313708";"Umari (CE)";"85633"
"2313757";"Umirim (CE)";"210672"
"2313807";"Uruburetama (CE)";"445294"
"2313906";"Uruoca (CE)";"254534"
"2313955";"Varjota (CE)";"488084"
"2314003";"Várzea Alegre (CE)";"575214"
"2314102";"Viçosa do Ceará (CE)";"723250"
"2400109";"Acari (RN)";"195828"
"2400208";"Açu (RN)";"2170177"
"2400307";"Afonso Bezerra (RN)";"160921"
"2400406";"Água Nova (RN)";"42554"
"2400505";"Alexandria (RN)";"209117"
"2400604";"Almino Afonso (RN)";"68329"
"2400703";"Alto do Rodrigues (RN)";"902783"
"2400802";"Angicos (RN)";"257919"
"2400901";"Antônio Martins (RN)";"79464"
"2401008";"Apodi (RN)";"941920"
"2401107";"Areia Branca (RN)";"1089647"
"2401206";"Arês (RN)";"471284"
"2401305";"Campo Grande (RN)";"136391"
"2401404";"Baía Formosa (RN)";"335923"
"2401453";"Baraúna (RN)";"991164"
"2401503";"Barcelona (RN)";"63583"
"2401602";"Bento Fernandes (RN)";"128584"
"2401651";"Bodó (RN)";"240166"
"2401701";"Bom Jesus (RN)";"140519"
"2401800";"Brejinho (RN)";"168163"
"2401859";"Caiçara do Norte (RN)";"119611"
"2401909";"Caiçara do Rio do Vento (RN)";"474184"
"2402006";"Caicó (RN)";"1735797"
