"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.";"Município";"Ano"
"4318481";"São José do Hortêncio (RS)";"149146"
"4318499";"São José do Inhacorá (RS)";"214097"
"4318507";"São José do Norte (RS)";"1273464"
"4318606";"São José do Ouro (RS)";"426238"
"4318614";"São José do Sul (RS)";"111514"
"4318622";"São José dos Ausentes (RS)";"177177"
"4318705";"São Leopoldo (RS)";"11740913"
"4318804";"São Lourenço do Sul (RS)";"1719596"
"4318903";"São Luiz Gonzaga (RS)";"1712990"
"4319000";"São Marcos (RS)";"1488757"
"4319109";"São Martinho (RS)";"304939"
"4319125";"São Martinho da Serra (RS)";"211210"
"4319158";"São Miguel das Missões (RS)";"517182"
"4319208";"São Nicolau (RS)";"178749"
"4319307";"São Paulo das Missões (RS)";"214703"
"4319356";"São Pedro da Serra (RS)";"122651"
"4319364";"São Pedro das Missões (RS)";"72911"
"4319372";"São Pedro do Butiá (RS)";"139485"
"4319406";"São Pedro do Sul (RS)";"505803"
"4319505";"São Sebastião do Caí (RS)";"1123568"
"4319604";"São Sepé (RS)";"1059509"
"4319703";"São Valentim (RS)";"124878"
"4319711";"São Valentim do Sul (RS)";"84857"
"4319737";"São Valério do Sul (RS)";"67841"
"4319752";"São Vendelino (RS)";"105311"
"4319802";"São Vicente do Sul (RS)";"469886"
"4319901";"Sapiranga (RS)";"4674054"
"4320008";"Sapucaia do Sul (RS)";"4729408"
"4320107";"Sarandi (RS)";"1427661"
"4320206";"Seberi (RS)";"827496"
"4320230";"Sede Nova (RS)";"122595"
"4320263";"Segredo (RS)";"181686"
"4320305";"Selbach (RS)";"286810"
"4320321";"Senador Salgado Filho (RS)";"93393"
"4320354";"Sentinela do Sul (RS)";"179897"
"4320404";"Serafina Corrêa (RS)";"988516"
"4320453";"Sério (RS)";"70329"
"4320503";"Sertão (RS)";"389514"
"4320552";"Sertão Santana (RS)";"344571"
"4320578";"Sete de Setembro (RS)";"77186"
"4320602";"Severiano de Almeida (RS)";"142412"
"4320651";"Silveira Martins (RS)";"72204"
"4320677";"Sinimbu (RS)";"248267"
"4320701";"Sobradinho (RS)";"523240"
"4320800";"Soledade (RS)";"1312842"
"4320859";"Tabaí (RS)";"176254"
"4320909";"Tapejara (RS)";"1870497"
"4321006";"Tapera (RS)";"584149"
"4321105";"Tapes (RS)";"634090"
"4321204";"Taquara (RS)";"1815775"
"4321303";"Taquari (RS)";"1123745"
"4321329";"Taquaruçu do Sul (RS)";"188337"
"4321352";"Tavares (RS)";"135924"
"4321402";"Tenente Portela (RS)";"614914"
"4321436";"Terra de Areia (RS)";"342570"
"4321451";"Teutônia (RS)";"2003351"
"4321469";"Tio Hugo (RS)";"173559"
"4321477";"Tiradentes do Sul (RS)";"162975"
"4321493";"Toropi (RS)";"82304"
"4321501";"Torres (RS)";"1835529"
"4321600";"Tramandaí (RS)";"1579725"
"4321626";"Travesseiro (RS)";"86078"
"4321634";"Três Arroios (RS)";"134291"
"4321667";"Três Cachoeiras (RS)";"372783"
"4321709";"Três Coroas (RS)";"1046073"
"4321808";"Três de Maio (RS)";"1525082"
"4321832";"Três Forquilhas (RS)";"79197"
"4321857";"Três Palmeiras (RS)";"165901"
"4321907";"Três Passos (RS)";"1228032"
"4321956";"Trindade do Sul (RS)";"403531"
"4322004";"Triunfo (RS)";"7571335"
"4322103";"Tucunduva (RS)";"231162"
"4322152";"Tunas (RS)";"94250"
"4322186";"Tupanci do Sul (RS)";"79798"
"4322202";"Tupanciretã (RS)";"1275254"
"4322251";"Tupandi (RS)";"604244"
"4322301";"Tuparendi (RS)";"375006"
"4322327";"Turuçu (RS)";"161326"
"4322343";"Ubiretama (RS)";"73526"
"4322350";"União da Serra (RS)";"64313"
"4322376";"Unistalda (RS)";"71038"
"4322400";"Uruguaiana (RS)";"3915554"
"4322509";"Vacaria (RS)";"3701333"
"4322525";"Vale Verde (RS)";"156860"
"4322533";"Vale do Sol (RS)";"380489"
"4322541";"Vale Real (RS)";"298091"
"4322558";"Vanini (RS)";"81724"
"4322608";"Venâncio Aires (RS)";"4683134"
"4322707";"Vera Cruz (RS)";"1126736"
"4322806";"Veranópolis (RS)";"2395417"
"4322855";"Vespasiano Corrêa (RS)";"104348"
"4322905";"Viadutos (RS)";"191223"
"4323002";"Viamão (RS)";"5545184"
"4323101";"Vicente Dutra (RS)";"147864"
"4323200";"Victor Graeff (RS)";"235754"
"4323309";"Vila Flores (RS)";"376709"
"4323358";"Vila Lângaro (RS)";"155271"
"4323408";"Vila Maria (RS)";"393600"
"4323457";"Vila Nova do Sul (RS)";"217498"
"4323507";"Vista Alegre (RS)";"137185"
"4323606";"Vista Alegre do Prata (RS)";"76367"
"4323705";"Vista Gaúcha (RS)";"94256"
"4323754";"Vitória das Missões (RS)";"89071"
"4323770";"Westfália (RS)";"234678"
"4323804";"Xangri-lá (RS)";"914704"
"5000203";"Água Clara (MS)";"1544633"
"5000252";"Alcinópolis (MS)";"384368"
"5000609";"Amambai (MS)";"2426261"
"5000708";"Anastácio (MS)";"783841"
"5000807";"Anaurilândia (MS)";"623710"
"5000856";"Angélica (MS)";"1243471"
"5000906";"Antônio João (MS)";"851781"
"5001003";"Aparecida do Taboado (MS)";"2189222"
"5001102";"Aquidauana (MS)";"1437451"
"5001243";"Aral Moreira (MS)";"1348752"
"5001508";"Bandeirantes (MS)";"1001346"
"5001904";"Bataguassu (MS)";"1841917"
"5002001";"Batayporã (MS)";"784829"
"5002100";"Bela Vista (MS)";"1176300"
"5002159";"Bodoquena (MS)";"386420"
"5002209";"Bonito (MS)";"1586577"
"5002308";"Brasilândia (MS)";"1159417"
"5002407";"Caarapó (MS)";"2553085"
"5002605";"Camapuã (MS)";"872276"
"5002704";"Campo Grande (MS)";"42269768"
"5002803";"Caracol (MS)";"251148"
"5002902";"Cassilândia (MS)";"1059973"
"5002951";"Chapadão do Sul (MS)";"3329527"
"5003108";"Corguinho (MS)";"172551"
"5003157";"Coronel Sapucaia (MS)";"388241"
"5003207";"Corumbá (MS)";"4187429"
"5003256";"Costa Rica (MS)";"3341491"
"5003306";"Coxim (MS)";"1400833"
"5003454";"Deodápolis (MS)";"712633"
"5003488";"Dois Irmãos do Buriti (MS)";"456777"
"5003504";"Douradina (MS)";"259999"
"5003702";"Dourados (MS)";"20257953"
"5003751";"Eldorado (MS)";"704592"
"5003801";"Fátima do Sul (MS)";"769333"
"5003900";"Figueirão (MS)";"186835"
"5004007";"Glória de Dourados (MS)";"449930"
"5004106";"Guia Lopes da Laguna (MS)";"477600"
"5004304";"Iguatemi (MS)";"962593"
"5004403";"Inocência (MS)";"946307"
"5004502";"Itaporã (MS)";"1525654"
"5004601";"Itaquiraí (MS)";"1546553"
"5004700";"Ivinhema (MS)";"2005469"
"5004809";"Japorã (MS)";"242175"
"5004908";"Jaraguari (MS)";"717701"
"5005004";"Jardim (MS)";"1130237"
"5005103";"Jateí (MS)";"729978"
"5005152";"Juti (MS)";"517930"
"5005202";"Ladário (MS)";"420685"
"5005251";"Laguna Carapã (MS)";"1257650"
"5005400";"Maracaju (MS)";"5921262"
"5005608";"Miranda (MS)";"782435"
"5005681";"Mundo Novo (MS)";"1018195"
"5005707";"Naviraí (MS)";"3670207"
"5005806";"Nioaque (MS)";"618784"
"5006002";"Nova Alvorada do Sul (MS)";"2592615"
"5006200";"Nova Andradina (MS)";"3568745"
"5006259";"Novo Horizonte do Sul (MS)";"450886"
"5006275";"Paraíso das Águas (MS)";"1389706"
"5006309";"Paranaíba (MS)";"2012106"
"5006358";"Paranhos (MS)";"371183"
"5006408";"Pedro Gomes (MS)";"460934"
"5006606";"Ponta Porã (MS)";"6069790"
"5006903";"Porto Murtinho (MS)";"571511"
"5007109";"Ribas do Rio Pardo (MS)";"3353286"
"5007208";"Rio Brilhante (MS)";"3833911"
"5007307";"Rio Negro (MS)";"170386"
"5007406";"Rio Verde de Mato Grosso (MS)";"926597"
"5007505";"Rochedo (MS)";"352337"
"5007554";"Santa Rita do Pardo (MS)";"642967"
"5007695";"São Gabriel do Oeste (MS)";"2883850"
"5007703";"Sete Quedas (MS)";"493949"
"5007802";"Selvíria (MS)";"2691218"
"5007901";"Sidrolândia (MS)";"4102346"
"5007935";"Sonora (MS)";"1489093"
"5007950";"Tacuru (MS)";"378151"
"5007976";"Taquarussu (MS)";"215369"
"5008008";"Terenos (MS)";"1348544"
"5008305";"Três Lagoas (MS)";"14761816"
"5008404";"Vicentina (MS)";"384734"
"5100102";"Acorizal (MT)";"169373"
"5100201";"Água Boa (MT)";"2479715"
"5100250";"Alta Floresta (MT)";"3034593"
"5100300";"Alto Araguaia (MT)";"2036609"
"5100359";"Alto Boa Vista (MT)";"307732"
"5100409";"Alto Garças (MT)";"1233308"
"5100508";"Alto Paraguai (MT)";"171251"
"5100607";"Alto Taquari (MT)";"1194826"
"5100805";"Apiacás (MT)";"291453"
"5101001";"Araguaiana (MT)";"169005"
"5101209";"Araguainha (MT)";"31097"
"5101258";"Araputanga (MT)";"864362"
"5101308";"Arenápolis (MT)";"325467"
"5101407";"Aripuanã (MT)";"1451936"
"5101605";"Barão de Melgaço (MT)";"143657"
"5101704";"Barra do Bugres (MT)";"1774198"
"5101803";"Barra do Garças (MT)";"3537696"
"5101852";"Bom Jesus do Araguaia (MT)";"1001994"
"5101902";"Brasnorte (MT)";"2668091"
"5102504";"Cáceres (MT)";"2795729"
"5102603";"Campinápolis (MT)";"614856"
"5102637";"Campo Novo do Parecis (MT)";"7917233"
"5102678";"Campo Verde (MT)";"5099105"
"5102686";"Campos de Júlio (MT)";"2905079"
"5102694";"Canabrava do Norte (MT)";"299035"
"5102702";"Canarana (MT)";"3000654"
"5102793";"Carlinda (MT)";"423098"
"5102850";"Castanheira (MT)";"261557"
"5103007";"Chapada dos Guimarães (MT)";"1817596"
"5103056";"Cláudia (MT)";"1192573"
"5103106";"Cocalinho (MT)";"363690"
"5103205";"Colíder (MT)";"1958222"
"5103254";"Colniza (MT)";"852175"
"5103304";"Comodoro (MT)";"1088026"
"5103353";"Confresa (MT)";"1967776"
"5103361";"Conquista D'Oeste (MT)";"179152"
"5103379";"Cotriguaçu (MT)";"327751"
"5103403";"Cuiabá (MT)";"39050753"
"5103437";"Curvelândia (MT)";"135779"
"5103452";"Denise (MT)";"777254"
"5103502";"Diamantino (MT)";"5741878"
"5103601";"Dom Aquino (MT)";"724834"
"5103700";"Feliz Natal (MT)";"1151311"
"5103809";"Figueirópolis D'Oeste (MT)";"112557"
"5103858";"Gaúcha do Norte (MT)";"1385921"
"5103908";"General Carneiro (MT)";"506493"
"5103957";"Glória D'Oeste (MT)";"115168"
"5104104";"Guarantã do Norte (MT)";"1286329"
"5104203";"Guiratinga (MT)";"706016"
"5104500";"Indiavaí (MT)";"109660"
"5104526";"Ipiranga do Norte (MT)";"2175037"
"5104542";"Itanhangá (MT)";"856166"
"5104559";"Itaúba (MT)";"666707"
"5104609";"Itiquira (MT)";"2049319"
"5104807";"Jaciara (MT)";"1711568"
"5104906";"Jangada (MT)";"210301"
"5105002";"Jauru (MT)";"371424"
"5105101";"Juara (MT)";"1859025"
"5105150";"Juína (MT)";"1845536"
"5105176";"Juruena (MT)";"386051"
"5105200";"Juscimeira (MT)";"555049"
"5105234";"Lambari D'Oeste (MT)";"284219"
"5105259";"Lucas do Rio Verde (MT)";"8238966"
"5105309";"Luciara (MT)";"95374"
"5105507";"Vila Bela da Santíssima Trindade (MT)";"946663"
"5105580";"Marcelândia (MT)";"1029292"
"5105606";"Matupá (MT)";"1790694"
"5105622";"Mirassol d'Oeste (MT)";"1163379"
"5105903";"Nobres (MT)";"1492553"
"5106000";"Nortelândia (MT)";"399399"
"5106109";"Nossa Senhora do Livramento (MT)";"433626"
"5106158";"Nova Bandeirantes (MT)";"506046"
"5106174";"Nova Nazaré (MT)";"183702"
"5106182";"Nova Lacerda (MT)";"486837"
"5106190";"Nova Santa Helena (MT)";"483791"
"5106208";"Nova Brasilândia (MT)";"216720"
"5106216";"Nova Canaã do Norte (MT)";"1057942"
"5106224";"Nova Mutum (MT)";"7647129"
"5106232";"Nova Olímpia (MT)";"771964"
"5106240";"Nova Ubiratã (MT)";"3184847"
"5106257";"Nova Xavantina (MT)";"1185192"
"5106265";"Novo Mundo (MT)";"626984"
"5106273";"Novo Horizonte do Norte (MT)";"132646"
"5106281";"Novo São Joaquim (MT)";"930872"
"5106299";"Paranaíta (MT)";"833109"
"5106307";"Paranatinga (MT)";"2920746"
"5106315";"Novo Santo Antônio (MT)";"71503"
"5106372";"Pedra Preta (MT)";"1490775"
"5106422";"Peixoto de Azevedo (MT)";"1146389"
"5106455";"Planalto da Serra (MT)";"296060"
"5106505";"Poconé (MT)";"861874"
"5106653";"Pontal do Araguaia (MT)";"244682"
"5106703";"Ponte Branca (MT)";"49856"
"5106752";"Pontes e Lacerda (MT)";"2856805"
"5106778";"Porto Alegre do Norte (MT)";"558330"
"5106802";"Porto dos Gaúchos (MT)";"1444695"
"5106828";"Porto Esperidião (MT)";"323734"
"5106851";"Porto Estrela (MT)";"99847"
"5107008";"Poxoréu (MT)";"1242007"
"5107040";"Primavera do Leste (MT)";"8571209"
"5107065";"Querência (MT)";"3771292"
"5107107";"São José dos Quatro Marcos (MT)";"550358"
"5107156";"Reserva do Cabaçal (MT)";"54024"
"5107180";"Ribeirão Cascalheira (MT)";"814506"
"5107198";"Ribeirãozinho (MT)";"192864"
"5107206";"Rio Branco (MT)";"129895"
"5107248";"Santa Carmem (MT)";"1133113"
"5107263";"Santo Afonso (MT)";"193731"
"5107297";"São José do Povo (MT)";"70176"
"5107305";"São José do Rio Claro (MT)";"1683036"
"5107354";"São José do Xingu (MT)";"843182"
"5107404";"São Pedro da Cipa (MT)";"81085"
"5107578";"Rondolândia (MT)";"135694"
"5107602";"Rondonópolis (MT)";"16568250"
"5107701";"Rosário Oeste (MT)";"650377"
"5107743";"Santa Cruz do Xingu (MT)";"601239"
"5107750";"Salto do Céu (MT)";"120131"
"5107768";"Santa Rita do Trivelato (MT)";"1341337"
"5107776";"Santa Terezinha (MT)";"306137"
"5107792";"Santo Antônio do Leste (MT)";"1313632"
"5107800";"Santo Antônio de Leverger (MT)";"743717"
"5107859";"São Félix do Araguaia (MT)";"2351792"
"5107875";"Sapezal (MT)";"6410247"
"5107883";"Serra Nova Dourada (MT)";"160052"
"5107909";"Sinop (MT)";"11736047"
"5107925";"Sorriso (MT)";"13748757"
"5107941";"Tabaporã (MT)";"1540339"
"5107958";"Tangará da Serra (MT)";"5602200"
"5108006";"Tapurah (MT)";"2467467"
"5108055";"Terra Nova do Norte (MT)";"571448"
"5108105";"Tesouro (MT)";"326968"
"5108204";"Torixoréu (MT)";"241589"
"5108303";"União do Sul (MT)";"601637"
"5108352";"Vale de São Domingos (MT)";"81318"
"5108402";"Várzea Grande (MT)";"13984218"
"5108501";"Vera (MT)";"1504304"
"5108600";"Vila Rica (MT)";"920621"
"5108808";"Nova Guarita (MT)";"236922"
"5108857";"Nova Marilândia (MT)";"551799"
"5108907";"Nova Maringá (MT)";"1490869"
"5108956";"Nova Monte Verde (MT)";"441951"
"5200050";"Abadia de Goiás (GO)";"477983"
"5200100";"Abadiânia (GO)";"633025"
"5200134";"Acreúna (GO)";"1188179"
"5200159";"Adelândia (GO)";"59486"
"5200175";"Água Fria de Goiás (GO)";"476288"
"5200209";"Água Limpa (GO)";"74935"
"5200258";"Águas Lindas de Goiás (GO)";"3062185"
"5200308";"Alexânia (GO)";"1832281"
"5200506";"Aloândia (GO)";"66408"
"5200555";"Alto Horizonte (GO)";"623006"
"5200605";"Alto Paraíso de Goiás (GO)";"408322"
"5200803";"Alvorada do Norte (GO)";"223109"
"5200829";"Amaralina (GO)";"124601"
"5200852";"Americano do Brasil (GO)";"106099"
"5200902";"Amorinópolis (GO)";"130845"
"5201108";"Anápolis (GO)";"20432109"
"5201207";"Anhanguera (GO)";"26738"
"5201306";"Anicuns (GO)";"730524"
"5201405";"Aparecida de Goiânia (GO)";"20888937"
"5201454";"Aparecida do Rio Doce (GO)";"151337"
"5201504";"Aporé (GO)";"518582"
"5201603";"Araçu (GO)";"87232"
"5201702";"Aragarças (GO)";"360573"
"5201801";"Aragoiânia (GO)";"237889"
"5202155";"Araguapaz (GO)";"252818"
"5202353";"Arenópolis (GO)";"268947"
"5202502";"Aruanã (GO)";"379921"
"5202601";"Aurilândia (GO)";"111363"
"5202809";"Avelinópolis (GO)";"83608"
"5203104";"Baliza (GO)";"175462"
"5203203";"Barro Alto (GO)";"1686187"
"5203302";"Bela Vista de Goiás (GO)";"1983166"
"5203401";"Bom Jardim de Goiás (GO)";"418166"
"5203500";"Bom Jesus de Goiás (GO)";"1512295"
"5203559";"Bonfinópolis (GO)";"158520"
"5203575";"Bonópolis (GO)";"282294"
"5203609";"Brazabrantes (GO)";"106412"
"5203807";"Britânia (GO)";"305497"
"5203906";"Buriti Alegre (GO)";"561621"
"5203939";"Buriti de Goiás (GO)";"78971"
"5203962";"Buritinópolis (GO)";"68010"
"5204003";"Cabeceiras (GO)";"484328"
"5204102";"Cachoeira Alta (GO)";"365150"
"5204201";"Cachoeira de Goiás (GO)";"45522"
"5204250";"Cachoeira Dourada (GO)";"890576"
"5204300";"Caçu (GO)";"1219984"
"5204409";"Caiapônia (GO)";"1456338"
"5204508";"Caldas Novas (GO)";"3782024"
"5204557";"Caldazinha (GO)";"103502"
"5204607";"Campestre de Goiás (GO)";"78260"
"5204656";"Campinaçu (GO)";"135965"
"5204706";"Campinorte (GO)";"422671"
"5204805";"Campo Alegre de Goiás (GO)";"964885"
"5204854";"Campo Limpo de Goiás (GO)";"237751"
"5204904";"Campos Belos (GO)";"404844"
"5204953";"Campos Verdes (GO)";"80964"
"5205000";"Carmo do Rio Verde (GO)";"543627"
"5205059";"Castelândia (GO)";"140321"
"5205109";"Catalão (GO)";"10345993"
"5205208";"Caturaí (GO)";"126676"
"5205307";"Cavalcante (GO)";"373219"
"5205406";"Ceres (GO)";"986057"
"5205455";"Cezarina (GO)";"533170"
"5205471";"Chapadão do Céu (GO)";"2486006"
"5205497";"Cidade Ocidental (GO)";"1351013"
"5205513";"Cocalzinho de Goiás (GO)";"530183"
"5205521";"Colinas do Sul (GO)";"87397"
"5205703";"Córrego do Ouro (GO)";"87370"
"5205802";"Corumbá de Goiás (GO)";"340461"
"5205901";"Corumbaíba (GO)";"1081678"
"5206206";"Cristalina (GO)";"5707718"
"5206305";"Cristianópolis (GO)";"134732"
"5206404";"Crixás (GO)";"611859"
"5206503";"Cromínia (GO)";"140959"
"5206602";"Cumari (GO)";"115381"
"5206701";"Damianópolis (GO)";"59529"
"5206800";"Damolândia (GO)";"60604"
"5206909";"Davinópolis (GO)";"496504"
"5207105";"Diorama (GO)";"121731"
"5207253";"Doverlândia (GO)";"682108"
"5207352";"Edealina (GO)";"516263"
"5207402";"Edéia (GO)";"1196283"
"5207501";"Estrela do Norte (GO)";"113691"
"5207535";"Faina (GO)";"211347"
"5207600";"Fazenda Nova (GO)";"248809"
"5207808";"Firminópolis (GO)";"351013"
"5207907";"Flores de Goiás (GO)";"287569"
"5208004";"Formosa (GO)";"3918239"
"5208103";"Formoso (GO)";"133520"
"5208152";"Gameleira de Goiás (GO)";"244382"
"5208301";"Divinópolis de Goiás (GO)";"113665"
"5208400";"Goianápolis (GO)";"396359"
"5208509";"Goiandira (GO)";"210732"
"5208608";"Goianésia (GO)";"2691742"
"5208707";"Goiânia (GO)";"75780846"
"5208806";"Goianira (GO)";"1604687"
"5208905";"Goiás (GO)";"793947"
"5209101";"Goiatuba (GO)";"2725200"
"5209150";"Gouvelândia (GO)";"338160"
"5209200";"Guapó (GO)";"497334"
"5209291";"Guaraíta (GO)";"60565"
"5209408";"Guarani de Goiás (GO)";"100115"
"5209457";"Guarinos (GO)";"73547"
"5209606";"Heitoraí (GO)";"96557"
"5209705";"Hidrolândia (GO)";"1528149"
"5209804";"Hidrolina (GO)";"110997"
"5209903";"Iaciara (GO)";"265592"
"5209937";"Inaciolândia (GO)";"373361"
"5209952";"Indiara (GO)";"754047"
"5210000";"Inhumas (GO)";"1880643"
"5210109";"Ipameri (GO)";"2797965"
"5210158";"Ipiranga de Goiás (GO)";"95822"
"5210208";"Iporá (GO)";"1227631"
"5210307";"Israelândia (GO)";"90980"
"5210406";"Itaberaí (GO)";"2305609"
"5210562";"Itaguari (GO)";"126630"
"5210604";"Itaguaru (GO)";"119889"
"5210802";"Itajá (GO)";"188306"
"5210901";"Itapaci (GO)";"599908"
"5211008";"Itapirapuã (GO)";"300251"
"5211206";"Itapuranga (GO)";"734913"
"5211305";"Itarumã (GO)";"412359"
"5211404";"Itauçu (GO)";"359651"
"5211503";"Itumbiara (GO)";"6555376"
"5211602";"Ivolândia (GO)";"145722"
"5211701";"Jandaia (GO)";"446723"
"5211800";"Jaraguá (GO)";"1205296"
"5211909";"Jataí (GO)";"10026117"
"5212006";"Jaupaci (GO)";"112607"
"5212055";"Jesúpolis (GO)";"51232"
"5212105";"Joviânia (GO)";"423165"
"5212204";"Jussara (GO)";"884366"
"5212253";"Lagoa Santa (GO)";"67251"
"5212303";"Leopoldo de Bulhões (GO)";"452342"
"5212501";"Luziânia (GO)";"6264671"
"5212600";"Mairipotaba (GO)";"101348"
"5212709";"Mambaí (GO)";"139650"
"5212808";"Mara Rosa (GO)";"411528"
"5212907";"Marzagão (GO)";"76281"
"5212956";"Matrinchã (GO)";"225035"
"5213004";"Maurilândia (GO)";"327508"
"5213053";"Mimoso de Goiás (GO)";"179168"
"5213087";"Minaçu (GO)";"1286497"
"5213103";"Mineiros (GO)";"4536325"
"5213400";"Moiporá (GO)";"73136"
"5213509";"Monte Alegre de Goiás (GO)";"141790"
"5213707";"Montes Claros de Goiás (GO)";"818049"
"5213756";"Montividiu (GO)";"1619839"
"5213772";"Montividiu do Norte (GO)";"124015"
"5213806";"Morrinhos (GO)";"2524023"
"5213855";"Morro Agudo de Goiás (GO)";"68988"
"5213905";"Mossâmedes (GO)";"170963"
"5214002";"Mozarlândia (GO)";"1366986"
"5214051";"Mundo Novo (GO)";"319880"
"5214101";"Mutunópolis (GO)";"105711"
"5214408";"Nazário (GO)";"313258"
"5214507";"Nerópolis (GO)";"1548492"
"5214606";"Niquelândia (GO)";"1516123"
"5214705";"Nova América (GO)";"60721"
"5214804";"Nova Aurora (GO)";"71369"
"5214838";"Nova Crixás (GO)";"932185"
"5214861";"Nova Glória (GO)";"196168"
"5214879";"Nova Iguaçu de Goiás (GO)";"72975"
"5214903";"Nova Roma (GO)";"80910"
"5215009";"Nova Veneza (GO)";"261701"
"5215207";"Novo Brasil (GO)";"105687"
"5215231";"Novo Gama (GO)";"1349983"
"5215256";"Novo Planalto (GO)";"190862"
"5215306";"Orizona (GO)";"1147584"
"5215405";"Ouro Verde de Goiás (GO)";"217326"
"5215504";"Ouvidor (GO)";"486717"
"5215603";"Padre Bernardo (GO)";"1036141"
"5215652";"Palestina de Goiás (GO)";"259528"
"5215702";"Palmeiras de Goiás (GO)";"2083486"
"5215801";"Palmelo (GO)";"58941"
"5215900";"Palminópolis (GO)";"233772"
"5216007";"Panamá (GO)";"207977"
"5216304";"Paranaiguara (GO)";"317830"
"5216403";"Paraúna (GO)";"1824836"
"5216452";"Perolândia (GO)";"790811"
"5216809";"Petrolina de Goiás (GO)";"244843"
"5216908";"Pilar de Goiás (GO)";"121147"
"5217104";"Piracanjuba (GO)";"1311747"
"5217203";"Piranhas (GO)";"953112"
"5217302";"Pirenópolis (GO)";"830089"
"5217401";"Pires do Rio (GO)";"1928362"
"5217609";"Planaltina (GO)";"1939904"
"5217708";"Pontalina (GO)";"840052"
"5218003";"Porangatu (GO)";"2072827"
"5218052";"Porteirão (GO)";"388339"
